"id","lokalisationsname","temporegime","temporegime_technical","umgesetzt_datum","rechtskraeftig_datum","publiziert_vsi_datum","ausnahmen_fahrverbot","fahrverbot_ssv","objectid","geometry"
"1545","Ligusterstrasse","T20","T20","20220524000000","","","","","574","LINESTRING (2683576.5 1251077,2683577.2 1251118.5,2683547 1251124,2683525.5 1251129)"
"4237","namenlos59","Fahrverbot","T0","","","","","","984","LINESTRING (2683525.5 1251129,2683527.5 1251131,2683548.8 1251176.9,2683561.2 1251205.2)"
"793","Gubelplatz","T30","T30","","","","","","1626","LINESTRING (2683653.2 1251317.8,2683616.8 1251340.4,2683643.5 1251348.6)"
"1980","Gubelplatz","T30","T30","","","","","","221","LINESTRING (2683643.5 1251348.6,2683652.2 1251351.2)"
"308","Gubelplatz","Fahrverbot","T0","","","","","","278","LINESTRING (2683652.2 1251351.2,2683653.2 1251317.8)"
"66","Achermannweg","Fahrverbot","T0","","","","","","288","LINESTRING (2683512.5 1251292.4,2683516 1251300.9,2683542.8 1251358.9,2683567.8 1251414.6)"
"2140","Welchogasse","Fahrverbot","T0","","","","","","231","LINESTRING (2683605.2 1251550.4,2683568 1251542.5,2683534 1251530.1)"
"3965","Schaffhauserstrasse","Fahrverbot","T0","","","","","","977","LINESTRING (2683616.2 1251529.1,2683607.5 1251541.5,2683605.2 1251550.4,2683602.8 1251560.9,2683599.5 1251568.9,2683590.2 1251608.8)"
"1648","Albert-Näf-Platz","Fahrverbot","T0","","","","","","2875","LINESTRING (2683590.2 1251608.8,2683589.5 1251614.6,2683589.2 1251620.5,2683589.5 1251626.4,2683590 1251632.2,2683589.5 1251631,2683589 1251629.8,2683588.2 1251628.6,2683587.2 1251627.5,2683586.2 1251626.5,2683585.2 1251625.6,2683584.2 1251624.8,2683583 1251624,2683581.8 1251623.4,2683580.5 1251622.9)"
"3574","Albert-Näf-Platz","T30","T30","20141111000000","","","","","1085","LINESTRING (2683590 1251632.2,2683588.2 1251633,2683586.5 1251633.8,2683584.8 1251634.8,2683583.2 1251635.9,2683581.8 1251637.2,2683580.2 1251638.6,2683579 1251640.1,2683578 1251641.8,2683577 1251643.5)"
"891","Albert-Näf-Platz","Fahrverbot","T0","","","","","","619","LINESTRING (2683590 1251632.2,2683603.2 1251632.2,2683616.2 1251633.1,2683629.2 1251634.9)"
"71","Albert-Näf-Platz","T50","T50","","","","","","289","LINESTRING (2683590 1251632.2,2683595.8 1251646.9,2683602.5 1251658.2)"
"197","Nansenstrasse","T30","T30","20141111000000","","","","","379","LINESTRING (2683636.5 1251750.9,2683618 1251747.8,2683572 1251737.2,2683569.2 1251736.6,2683566.8 1251735.8,2683564 1251734.8,2683559.2 1251732.4,2683514 1251711.2)"
"4431","Wattstrasse","T50","T50","","","","","","2443","LINESTRING (2683525.2 1251941.9,2683526.2 1251962.9,2683528.5 1252009.4,2683529 1252036.8)"
"3841","Eisfeldstrasse","T30","T30","","","","","","2389","LINESTRING (2683533 1252164.8,2683541.2 1252162.9,2683618.2 1252169.6)"
"1912","Grünhaldenstrasse","T30","T30","","","","","","190","LINESTRING (2683498 1252309.1,2683510 1252309.6,2683572.8 1252313)"
"3972","Emil-Oberhänsli-Anlage","Fahrverbot","T0","","","","","","2558","LINESTRING (2683531.5 1252442,2683525 1252439.8)"
"3433","Felsenrainstrasse","T50","T50","","","","","","1070","LINESTRING (2683540.5 1252415.6,2683538 1252424.5,2683535 1252433.4,2683531.5 1252442)"
"2308","Emil-Oberhänsli-Platz","Fahrverbot","T0","","","","","","558","LINESTRING (2683531.5 1252442,2683536 1252444.9)"
"259","Friesstrasse","T50","T50","","","","","","1912","LINESTRING (2683589 1251935.2,2683591.2 1251959.6,2683609.8 1252016.9,2683621.2 1252034.2,2683619 1252160.2,2683619 1252163.4,2683618.8 1252166.5,2683618.2 1252169.6,2683617.5 1252173.5,2683616.5 1252177.2,2683615.2 1252180.9,2683580 1252290.5,2683572.8 1252313,2683553.8 1252372.4,2683540.5 1252415.6)"
"1714","Emil-Oberhänsli-Platz","Fahrverbot","T0","","","","","","2920","LINESTRING (2683536 1252444.9,2683534.8 1252448,2683534.8 1252448.1,2683534.5 1252448.4,2683534.5 1252448.5,2683534.5 1252448.8,2683534.5 1252449,2683534.5 1252449.1,2683534.8 1252449.4,2683534.8 1252449.5,2683534.8 1252449.8,2683535 1252449.9,2683535 1252450.1,2683535 1252450.2,2683535.2 1252450.4,2683535.5 1252450.5,2683535.5 1252450.6,2683547.2 1252459.9,2683547.5 1252460,2683547.5 1252460,2683547.8 1252460.1,2683548 1252460.1,2683548 1252460.2,2683548.2 1252460.2,2683548.5 1252460.2,2683548.8 1252460.2,2683548.8 1252460.2,2683549 1252460.2,2683549.2 1252460.2,2683549.2 1252460.1,2683549.5 1252460.1,2683549.8 1252460,2683549.8 1252459.9,2683551.8 1252458.5,2683552.2 1252455.6,2683541.2 1252441.4,2683541.2 1252441.2,2683541 1252441.1,2683540.8 1252441,2683540.8 1252440.9,2683540.5 1252440.8,2683540.2 1252440.6,2683540 1252440.6,2683540 1252440.5,2683539.8 1252440.5,2683539.5 1252440.5,2683539.2 1252440.5,2683539 1252440.5,2683539 1252440.5,2683538.8 1252440.6,2683538.5 1252440.6,2683538.2 1252440.8,2683538.2 1252440.9,2683538 1252441,2683537.8 1252441.1,2683537.8 1252441.2,2683537.5 1252441.4,2683537.5 1252441.5,2683537.2 1252441.8,2683537.2 1252441.9,2683537.2 1252442.1,2683536 1252444.9)"
"3519","namenlos187","T30","T30","","","","","","2376","LINESTRING (2683600.8 1252446.6,2683618.2 1252466.8,2683669.5 1252538.1,2683671.5 1252559.2)"
"4717","Grünhaldenstrasse","T30","T30","","","","","","508","LINESTRING (2683671.5 1252559.2,2683642 1252561.1)"
"446","Starengasse","T30","T30","","","","","","2102","LINESTRING (2683624 1252425.4,2683630.2 1252435,2683691.2 1252531.5,2683692.5 1252534.8,2683693.8 1252538.1,2683694.5 1252541.5,2683695 1252545,2683695.2 1252548.6,2683695.5 1252557.6)"
"4458","Höhenring","T20","T20","20181208000000","","","","","1288","LINESTRING (2683684.8 1252631.5,2683667 1252648.1,2683632.2 1252691.8)"
"4130","namenlos162","Fahrverbot","T0","","","","","","517","LINESTRING (2683551.5 1252708.9,2683504.2 1252771.2)"
"4119","namenlos163","Fahrverbot","T0","","","","","","1295","LINESTRING (2683567.8 1252821.6,2683554 1252812.9,2683552.2 1252815.8,2683550 1252818.5,2683547.8 1252821,2683547.2 1252821.4,2683546.8 1252821.8,2683546.2 1252822.1,2683545.5 1252822.4,2683545 1252822.5,2683544.2 1252822.8,2683543.8 1252822.8,2683543 1252822.9,2683542.5 1252822.9)"
"3517","Affolternstrasse","Fahrverbot","T0","","","","","","3902","LINESTRING (2683589 1251935.2,2683580.5 1251945.2,2683560.2 1251931.2,2683538.5 1251916.2,2683509.2 1251899.6)"
"2439","Schaffhauserstrasse","T50","T50","","","","","","4355","LINESTRING (2683602.5 1251658.2,2683613.8 1251678.4,2683633 1251718,2683634.8 1251723.4,2683636 1251728.8,2683637 1251734.2,2683637.2 1251739.8,2683637 1251745.4,2683636.5 1251750.9,2683618.2 1251825.1,2683616 1251837.1,2683611 1251862.1,2683602.8 1251896.1,2683596.2 1251922.6,2683595.2 1251925.4,2683594 1251928,2683592.5 1251930.6,2683590.8 1251933,2683589 1251935.2,2683568 1251972.6,2683544.5 1252010.9,2683529 1252036.8,2683533.5 1252112.6,2683534.5 1252127.9,2683534.5 1252139.5,2683534.2 1252151.1,2683533.2 1252162.8,2683533 1252163.4,2683533 1252164.1,2683533 1252164.8,2683530 1252181.5,2683525.8 1252198,2683519.8 1252213.9,2683512.2 1252231.4,2683511.5 1252232.9,2683511 1252234.5,2683510.2 1252236,2683506 1252247.2,2683502.8 1252258.6,2683500.2 1252270.4,2683499 1252282.2,2683498 1252309.1,2683501 1252322.6,2683505 1252335.9,2683510.2 1252348.8,2683531.5 1252400,2683534.2 1252405.4,2683537.2 1252410.5,2683540.5 1252415.6,2683553 1252434.5,2683569.8 1252456.5,2683577.5 1252467.9,2683584 1252478.1,2683627.8 1252540.5,2683642 1252561.1,2683654.8 1252581.6,2683677.2 1252618.4,2683684.8 1252631.5)"
"4497","Bahnhaldenstrasse","T20","T20","20181208000000","","","","","5070","LINESTRING (2683684.8 1252631.5,2683681.8 1252633.6,2683678.8 1252635.4,2683675.5 1252636.8,2683672.2 1252638,2683668.8 1252638.9,2683665.2 1252639.4,2683661.5 1252639.5,2683658.2 1252639.6,2683654.5 1252639.5,2683649.5 1252638.8,2683624.5 1252633.4)"
"1948","Peterstobelweg","Fahrverbot","T0","","","","","","193","LINESTRING (2684094.8 1249431.6,2684097.5 1249431,2684099.2 1249432.9,2684102.8 1249438.4,2684105.5 1249444.1,2684107.8 1249450.1,2684107.8 1249450.2,2684107.8 1249450.2,2684108.5 1249453.4,2684109 1249456.5,2684109 1249459.6,2684109 1249459.6,2684109.2 1249491.9,2684109.2 1249491.9,2684109 1249495.8,2684108.5 1249499.8,2684107.5 1249503.5,2684106.5 1249507.4,2684105 1249511,2684101.5 1249519,2684099.5 1249523.8,2684098 1249528.8,2684097 1249533.8,2684096.2 1249538.9,2684095.5 1249548.9,2684095.5 1249550.1,2684095.5 1249551.4,2684095.8 1249552.5,2684096 1249553.8,2684096.2 1249555,2684096.8 1249556.1,2684097.5 1249557.5,2684098.2 1249558.8,2684099.2 1249560,2684100 1249560.9,2684101 1249561.6,2684102 1249562.4,2684103 1249563,2684106 1249564.9,2684109 1249566.4,2684112.5 1249567.6,2684115.8 1249568.6,2684192.2 1249586.8,2684199.5 1249588.2,2684206.8 1249589,2684214.2 1249589.2,2684221.8 1249588.9,2684229 1249587.8,2684251.2 1249583.8,2684254 1249583.4,2684256.8 1249583,2684259.8 1249582.8,2684263 1249582.5,2684266 1249581.9,2684269 1249581.1,2684273 1249580.1,2684277 1249579.4,2684281 1249579.1,2684285 1249579.1,2684289 1249579.5,2684310.2 1249582.2,2684312.8 1249582.6,2684315 1249583.2,2684317.2 1249584.1,2684319.2 1249585.1,2684321.5 1249586.4,2684323.2 1249587.8,2684324 1249588.4,2684324.5 1249589,2684325 1249589.6,2684325.5 1249590.4,2684326 1249591,2684326.2 1249591.9,2684326.5 1249592.6,2684326.8 1249593.4,2684327 1249594.2,2684327 1249594.8,2684327 1249595.1,2684327.2 1249595.6,2684327.5 1249596,2684327.8 1249596.5,2684328 1249596.9,2684328.2 1249597.2,2684328.5 1249597.6,2684328.8 1249597.9,2684329.2 1249598.1,2684329.8 1249598.4,2684330 1249598.6,2684330.5 1249598.9,2684331 1249599,2684331.5 1249599.1,2684332 1249599.1,2684332.2 1249599.1,2684335.5 1249599.1,2684338.8 1249598.9,2684341.8 1249598.4,2684344.8 1249597.6,2684356.5 1249593.5,2684367.8 1249588.5,2684378.5 1249582.5,2684388.5 1249575.5,2684398 1249567.6,2684406.8 1249559,2684415.5 1249549.9,2684416.5 1249548.8,2684417.8 1249547.9,2684419 1249547,2684420.2 1249546.2,2684423.2 1249544.9,2684423.5 1249544.8,2684423.5 1249544.8,2684423.8 1249544.6,2684424 1249544.6,2684424 1249544.6,2684424.2 1249544.6,2684424.5 1249544.6,2684424.5 1249544.8,2684424.8 1249544.8,2684424.8 1249544.8,2684425 1249544.9,2684425.2 1249545,2684425.2 1249545,2684425.5 1249545.1,2684425.5 1249545.2,2684425.5 1249545.4,2684425.8 1249545.5,2684425.8 1249545.8,2684425.8 1249545.9,2684426 1249546,2684426 1249546.1,2684426 1249546.4,2684426 1249546.5,2684426 1249546.6,2684426 1249546.9,2684426 1249547,2684426 1249547.1,2684425.8 1249547.2,2684425.8 1249547.5,2684425.8 1249547.6,2684425 1249548.9,2684424.2 1249550.2,2684423.8 1249551.6,2684423.2 1249553.1,2684423 1249554.5,2684422.8 1249556,2684422.8 1249557.5,2684422.8 1249559,2684422.8 1249559.1,2684422.8 1249559.2,2684422.8 1249559.4,2684423 1249559.5,2684423 1249559.5,2684423 1249559.6,2684423 1249559.8,2684423 1249559.8,2684423.2 1249559.9,2684423.2 1249559.9,2684423.2 1249560,2684423.5 1249560,2684423.5 1249560,2684423.8 1249560.1,2684423.8 1249560.1,2684423.8 1249560.1,2684424 1249560.1,2684424 1249560.1,2684424.2 1249560.1,2684424.2 1249560.1,2684424.2 1249560.1,2684424.5 1249560,2684424.5 1249560,2684424.5 1249560,2684424.8 1249559.9,2684435.8 1249551.2,2684435.8 1249551.2,2684436 1249551.2,2684436 1249551.1,2684436 1249551.1,2684436.2 1249551.1,2684436.2 1249551.1,2684436.2 1249551,2684436.5 1249551,2684436.5 1249551.1,2684436.8 1249551.1,2684436.8 1249551.1,2684436.8 1249551.1,2684437 1249551.1,2684437 1249551.2,2684437 1249551.2,2684437.2 1249551.4,2684437.2 1249551.4,2684437.2 1249551.5,2684437.5 1249551.6,2684437.5 1249551.6,2684437.5 1249551.8,2684437.5 1249551.9,2684437.5 1249551.9,2684437.5 1249552,2684437.5 1249552.1,2684437.5 1249552.2,2684437.5 1249552.4,2684437.5 1249552.4,2684436.2 1249559,2684436.2 1249560.2,2684436.2 1249561.5,2684436.2 1249562.6,2684436.2 1249563.9,2684436.5 1249564,2684436.5 1249564.2,2684436.5 1249564.4,2684436.5 1249564.5,2684436.8 1249564.6,2684436.8 1249564.8,2684437 1249564.9,2684437 1249565,2684437.2 1249565.1,2684437.2 1249565.2,2684437.5 1249565.4,2684437.5 1249565.4,2684437.8 1249565.4,2684438 1249565.5,2684438 1249565.5,2684438.2 1249565.5,2684438.5 1249565.5,2684438.8 1249565.5,2684438.8 1249565.4,2684439 1249565.4,2684439.2 1249565.2,2684439.2 1249565.2,2684439.5 1249565.1,2684439.5 1249565,2684452.2 1249554.5,2684452.2 1249554.4,2684452.5 1249554.2,2684452.8 1249554.1,2684452.8 1249554.1,2684453 1249554,2684453.2 1249554,2684453.5 1249554,2684453.5 1249553.9,2684453.8 1249554,2684454 1249554,2684454.2 1249554,2684454.2 1249554.1,2684454.5 1249554.1,2684454.8 1249554.2,2684454.8 1249554.4,2684455 1249554.5,2684455.2 1249554.6,2684455.2 1249554.8,2684455.5 1249554.9,2684455.5 1249555,2684455.5 1249555.2,2684455.8 1249555.4,2684455.8 1249555.6,2684455.8 1249555.8,2684455.8 1249556,2684455.8 1249556.1,2684455.8 1249556.4,2684454.8 1249566.4,2684454.8 1249566.9,2684454.8 1249567.4,2684454.8 1249567.8,2684455 1249568.2,2684455 1249568.6,2684455.2 1249569,2684455.5 1249569.5,2684455.8 1249569.9,2684456 1249570.2,2684456.2 1249570.5,2684456.8 1249570.9,2684457 1249571.1,2684457.5 1249571.4,2684457.8 1249571.5,2684458.2 1249571.8,2684458.8 1249571.9,2684459 1249571.9,2684459.5 1249572,2684475.2 1249572.9,2684479.8 1249573,2684484.2 1249572.6,2684488.5 1249571.8,2684492.8 1249570.5,2684499 1249568.4)"
"2568","Hörnlistrasse","T30","T30","","","","","","210","LINESTRING (2683922.5 1250747.2,2683935.5 1250746.1,2684002 1250724.4)"
"3822","Murhaldenweg","Fahrverbot","T0","","","","","","251","LINESTRING (2684134.5 1250774.4,2684159.5 1250736.1)"
"291","Goldauerstrasse","Fahrverbot","T0","20191030000000","","","","","277","LINESTRING (2683934.5 1248950.9,2683931.5 1248964.8,2683931.5 1248980.6)"
"387","Batteriesteig","Fahrverbot","T0","","","","","","447","LINESTRING (2684126.5 1249150.9,2684136.2 1249145.4,2684142.8 1249141.1,2684149 1249136.5,2684155 1249131.5,2684159.2 1249130.9,2684171 1249122,2684171.2 1249121.8,2684171.5 1249121.5,2684171.8 1249121.4,2684172 1249121.2,2684172.2 1249121.1,2684172.5 1249121,2684172.8 1249120.9,2684173.2 1249120.9,2684173.5 1249120.9,2684173.8 1249120.9,2684174.2 1249120.9,2684174.5 1249121,2684174.8 1249121.1,2684175 1249121.2,2684175.2 1249121.4,2684175.5 1249121.5,2684175.8 1249121.8,2684176 1249121.9,2684176.2 1249122.1,2684176.5 1249122.4,2684176.8 1249122.8,2684176.8 1249123,2684177 1249123.2,2684177 1249123.6,2684177 1249123.9,2684177 1249124.2,2684177 1249124.5,2684177 1249124.9,2684177 1249125.1,2684177 1249125.5,2684176.8 1249125.8,2684176.8 1249126.1,2684176.5 1249126.4,2684171.8 1249135.8,2684182.5 1249135.4,2684194.5 1249140,2684224.2 1249165,2684226.8 1249167,2684229.8 1249168.9,2684230.2 1249169.1,2684230.5 1249169.2,2684231 1249169.5,2684231.2 1249169.6,2684231.8 1249169.6,2684232 1249169.8,2684232.5 1249169.8,2684232.5 1249169.8,2684258 1249168.2,2684278.8 1249167.2,2684281 1249167.2,2684283.2 1249167.4,2684285.5 1249167.8,2684287.5 1249168.4,2684289.8 1249169.1,2684291.8 1249170.1,2684293.5 1249171.2,2684293.5 1249171.2,2684293.8 1249171.2,2684294.2 1249171.8,2684295 1249172.2,2684295.8 1249172.9,2684296.2 1249173.5,2684296.8 1249174.2,2684297.2 1249175,2684297.5 1249175.8,2684297.8 1249176.6,2684298 1249177.4,2684298.2 1249178.2,2684298.2 1249179.1,2684298.2 1249180,2684298.2 1249180.9,2684295.5 1249187.6,2684290.5 1249199.6,2684292.2 1249202.1,2684312.5 1249201,2684313 1249201,2684313.5 1249200.9,2684314 1249200.8,2684318.2 1249199.5,2684325.5 1249200.1,2684330.8 1249202.8,2684331.5 1249203.4,2684332.2 1249204,2684333.2 1249204.6,2684333.8 1249205.4,2684334.5 1249206.2,2684335 1249207.1,2684335.5 1249208,2684336 1249209,2684336.2 1249210,2684339.8 1249223.9,2684339.8 1249223.9,2684340.5 1249225.8,2684341.2 1249227.6,2684342.2 1249229.2,2684343.5 1249230.9,2684351.8 1249242.6,2684354.5 1249242.6,2684364.2 1249249.5,2684367 1249251.2,2684370 1249252.9,2684373 1249254.1,2684376.2 1249255,2684379.5 1249255.8,2684382.8 1249256,2684386.2 1249256.1,2684398.8 1249255.6,2684401.2 1249255.8,2684403.8 1249256,2684406.5 1249256.4,2684409 1249257.1,2684417.5 1249259.9,2684419.5 1249257.8,2684427.5 1249250.1,2684435 1249242.8,2684437.2 1249241,2684439.5 1249239.2,2684441.8 1249237.9,2684444.2 1249236.5,2684446.8 1249235.5,2684450 1249234.2,2684453.2 1249232.9,2684456.2 1249231.4,2684471 1249224,2684473 1249222.9,2684475 1249221.5,2684476.8 1249220.1,2684478.5 1249218.5,2684480 1249216.9,2684480 1249216.9,2684480.8 1249215.9,2684483 1249217.8,2684483.2 1249218.2,2684483.8 1249218.6,2684484 1249219.1,2684484.2 1249219.6,2684484.8 1249220.2,2684484.8 1249220.8,2684485 1249221.4,2684485 1249222,2684485.2 1249222.6,2684485.2 1249223.1,2684485 1249223.8,2684485 1249224.4,2684484 1249227.9,2684482.8 1249231.2,2684481.5 1249234.5,2684469.5 1249259.9,2684468 1249263.5,2684466.8 1249267.2,2684466 1249271.1,2684466 1249271.5,2684466 1249271.9,2684466 1249272.1,2684466 1249272.4,2684466 1249272.6,2684466.2 1249272.9,2684466.2 1249273.1,2684466.2 1249273.4,2684466.5 1249273.6,2684466.8 1249273.9,2684466.8 1249274.1,2684467 1249274.2,2684467.2 1249274.5,2684467.5 1249274.6,2684467.8 1249274.8,2684468 1249274.9,2684468.2 1249275,2684468.5 1249275,2684468.8 1249275.1,2684469 1249275.1,2684469.2 1249275.1,2684469.5 1249275.1,2684470 1249275,2684470.2 1249275,2684470.5 1249274.9,2684470.8 1249274.8,2684471 1249274.6,2684471 1249274.4,2684471.5 1249274.1,2684473.5 1249272.2,2684475.8 1249270.4,2684477.5 1249268.4,2684479 1249267.1,2684480.2 1249265.9,2684481.8 1249264.8,2684493.5 1249256.8,2684499.2 1249253.2,2684505.2 1249250.2,2684511.5 1249247.9,2684515.5 1249246.5,2684519.2 1249244.6,2684522.8 1249242.5,2684526.2 1249240,2684555.5 1249216.5,2684561.5 1249211.9,2684567.8 1249207.5,2684574.5 1249203.5,2684613.2 1249181.4,2684618.2 1249179.8,2684623.8 1249180.2,2684648.5 1249188.2,2684650 1249188.8,2684651.5 1249189.4,2684652.8 1249190.2,2684654 1249191.1,2684655.2 1249192.1,2684656.2 1249193.2,2684657.2 1249194.5,2684671 1249213.2,2684675.2 1249219.8,2684675.5 1249220.1,2684676 1249220.5,2684676.2 1249220.8,2684676.5 1249221.1,2684677 1249221.4,2684677.5 1249221.6,2684678 1249221.9,2684678.2 1249222.2,2684678.8 1249222.6,2684679.2 1249223,2684679.5 1249223.5,2684681.5 1249226,2684693.5 1249239.4,2684694 1249240,2684694.5 1249240.6,2684695 1249241.4,2684695.2 1249242.1,2684697 1249246.2,2684697.5 1249247.1,2684698 1249248,2684698.5 1249248.8,2684700.5 1249251.2,2684701 1249252,2684701.8 1249252.6,2684702.5 1249253.1,2684708.5 1249257.6,2684710.2 1249259,2684712 1249260.6,2684713.8 1249262.2,2684731.2 1249280.8,2684732 1249281.5,2684732.5 1249282.4,2684733 1249283.2,2684733.5 1249284.1,2684733.8 1249285.1,2684734 1249286.1,2684735 1249290.5,2684735.2 1249291.2,2684735.5 1249292,2684736 1249292.8,2684736.5 1249293.5,2684737 1249294.1,2684737.5 1249294.6,2684738.8 1249296,2684740 1249297.5,2684741 1249299.1,2684742 1249300.8,2684744.8 1249306.1,2684745.5 1249307.6,2684746.5 1249309,2684747.5 1249310.4,2684751.8 1249315.9,2684760 1249324.6,2684763.5 1249329.1)"
"4510","Batteriestrasse","Fahrverbot","T0","","","","","","495","LINESTRING (2684125 1249283.9,2684125.8 1249286.4,2684126.2 1249289.4,2684126.8 1249292.4,2684126.8 1249295.4,2684126.8 1249298.4,2684126.2 1249301.4,2684121.8 1249329.9,2684121.2 1249334,2684121.2 1249338.1,2684121.5 1249342.2,2684122.2 1249346.4,2684123.2 1249350.4,2684129.2 1249368.8,2684130.8 1249373,2684132.8 1249377.1,2684135 1249381,2684137.5 1249384.6,2684140.5 1249388,2684144 1249391.1,2684149.5 1249396,2684223 1249458.8,2684224.8 1249460.5,2684226.2 1249462.4,2684227.8 1249464.2,2684229.2 1249466.4,2684230.2 1249468.6,2684231.2 1249470.9,2684231.8 1249473.2,2684232.2 1249475.6,2684232.8 1249478.1,2684232.8 1249480.6,2684232.5 1249483,2684232.2 1249485.5,2684231.5 1249487.9,2684230.8 1249490.2,2684222.5 1249511.5,2684221.8 1249513.6,2684221.2 1249515.8,2684221 1249517.9,2684220.8 1249520.1,2684224 1249529.5,2684232.2 1249534.6,2684242 1249533.2,2684248.8 1249525.9,2684259.2 1249499.2,2684293 1249427.4,2684293.8 1249425.6,2684294.2 1249423.8,2684294.8 1249421.8,2684295 1249419.9,2684295 1249417.9,2684294.8 1249415.9,2684294.5 1249413.9,2684294 1249412,2684293.5 1249410.1,2684290.2 1249401.9,2684289.2 1249399.4,2684288.8 1249396.9,2684288.2 1249394.4,2684288.2 1249391.8,2684288.2 1249389.1,2684288.5 1249386.5,2684289 1249384,2684289.8 1249381.5,2684307 1249331.9,2684308 1249329.1,2684309.2 1249326.4,2684310.8 1249323.8,2684312.5 1249321.4,2684314.5 1249319.1,2684316.8 1249317,2684319 1249315,2684321 1249313.6,2684323 1249312.2,2684325.2 1249311.1,2684333.5 1249306.8,2684341.2 1249301.8,2684348.5 1249296.2,2684360.8 1249286,2684365.8 1249282.1,2684370.8 1249278.4,2684376.2 1249275,2684393.2 1249264.5,2684394.5 1249263.9,2684395.8 1249263.2,2684397 1249262.9,2684398.2 1249262.5,2684399.5 1249262.4,2684400.8 1249262.2,2684402 1249262.2,2684403.5 1249262.4,2684404.8 1249262.6,2684406 1249263,2684407.2 1249263.5,2684408.5 1249264,2684409.5 1249264.8,2684410.5 1249265.5,2684411.5 1249266.4,2684412.5 1249267.2,2684413.2 1249268.2,2684414 1249269.4,2684414.8 1249270.5,2684415.2 1249271.6,2684415.8 1249272.9,2684416 1249274.1,2684416.2 1249275.5,2684416.5 1249276.8,2684419 1249330.6,2684419 1249337.6,2684418.8 1249344.5,2684418 1249351.5,2684416.5 1249363.5,2684416.5 1249365.5,2684416.5 1249367.5,2684416.5 1249369.5,2684417 1249371.5,2684417.5 1249373.5,2684418 1249375.4,2684419 1249377.2,2684420 1249379.1,2684421 1249380.8,2684422.2 1249382.4,2684423.8 1249383.9,2684425.2 1249385.1,2684444.2 1249400.9,2684449.8 1249404.9,2684455.2 1249408.4,2684461.2 1249411.4,2684467.5 1249413.9,2684474 1249415.8,2684480.5 1249417.1,2684487.2 1249417.9,2684493.8 1249418,2684500.5 1249417.5,2684507 1249416.5,2684513.5 1249414.9,2684520 1249412.8,2684544 1249403.2,2684568.8 1249392.5,2684605 1249372,2684611.2 1249368.8,2684618 1249365.9,2684624.8 1249363.6,2684668.8 1249350.9,2684739.2 1249331.6,2684745.2 1249330.2,2684751.2 1249329.4,2684757.2 1249329,2684763.5 1249329.1,2684769.5 1249329.8,2684775.5 1249330.9,2684781.2 1249332.5,2684787 1249334.6,2684792.5 1249337.2,2684797.8 1249340.2,2684802.8 1249343.8,2684807.5 1249347.6,2684823 1249361.4,2684835.8 1249372.6,2684842.2 1249378.6,2684849 1249384.1,2684856.2 1249389.1,2684863.8 1249393.4,2684871.8 1249397,2684879.8 1249400,2684888.2 1249402.2,2684896.8 1249403.9,2684905.5 1249404.6,2684914.2 1249404.8,2684922.8 1249404.1,2684931.5 1249402.8,2684940 1249400.6,2685013 1249379.4,2685020.2 1249377.6,2685027.5 1249376.6,2685034.8 1249376.2,2685088.8 1249375.9,2685089.8 1249375.9,2685101.8 1249375.9,2685108.5 1249375.5,2685115.5 1249374.6,2685122 1249373,2685128.5 1249370.9,2685225.8 1249333.5,2685248.2 1249323.9,2685269.8 1249312.8,2685290.5 1249300.1,2685343.5 1249265.1,2685503.8 1249155.5,2685539.2 1249131.6,2685539.2 1249131.6,2685540.5 1249130.8,2685541.8 1249129.8,2685543 1249128.9,2685547.5 1249124.9,2685550.8 1249121.4,2685553.8 1249117.5,2685556.2 1249113.4,2685558.5 1249109,2685560.5 1249104.5,2685562 1249099.9,2685563 1249095.1,2685563.8 1249090.4,2685564 1249085.5,2685563.8 1249080.5,2685563.2 1249075.8,2685560.8 1249060.4,2685559.5 1249049.6,2685559.2 1249038.8,2685560 1249028,2685563.8 1248997.6,2685564.5 1248987.5,2685564.5 1248977.2,2685563.8 1248967,2685562 1248957,2685560.8 1248951.4,2685558.8 1248946,2685556.5 1248940.8,2685553.8 1248935.6,2685550.5 1248930.9,2685547 1248926.4,2685537.2 1248914.9,2685532.5 1248909.1,2685528.2 1248903.1,2685524.5 1248896.9,2685513.2 1248877.5,2685507.2 1248868.2,2685500.5 1248859.5,2685493 1248851.4,2685476.8 1248835.2,2685475.2 1248833.8,2685469.8 1248827.9,2685464.8 1248821.6,2685460.2 1248815,2685459.2 1248813.5,2685458.2 1248811.9,2685457.5 1248810.2,2685436.2 1248772.6,2685430.8 1248763.4,2685424.5 1248754.6,2685417.5 1248746.4,2685391.5 1248717.5,2685389.2 1248715.1,2685372.2 1248698.8,2685367.5 1248693.2,2685366 1248691.2,2685364.5 1248689.2,2685363.5 1248687,2685359.2 1248679,2685354.5 1248671.2,2685349.8 1248663.6,2685349.8 1248663.6,2685349.5 1248663.6,2685343.5 1248654.5,2685336.8 1248646,2685329 1248638.2,2685324.2 1248633.9,2685319.2 1248629.8,2685314 1248625.8,2685272.8 1248596.2,2685271.2 1248595,2685270 1248593.6,2685268.8 1248592.1,2685267.5 1248590.6,2685266.5 1248588.9,2685265.8 1248587.1,2685265 1248585.2,2685264.5 1248583.4,2685264.2 1248581.5,2685264 1248579.5,2685264 1248577.6,2685264.2 1248575.6,2685264.8 1248573.8,2685266.8 1248566.5)"
